Judul,Deskripsi,Status,Link
"Sesat, Klaim Video Aksi Turunkan Jokowi","
Sesat, Klaim Video Aksi Turunkan JokowiSejumlah video di Youtube yang diklaim demo turunkan Jokowi, diunggah sejumlah akun sejak Sabtu 24 Juli 2021. Video tersebut beredar di tengah ajakan di berbagai media sosial untuk aksi nasional Jokowi Endgame pada Sabtu lalu.
Video pertama yangditemukan Tempo adalah video berjudul 'Demo Turunkan Jokowi! Ribuan Personel Berhasil Pukul Mundur Para Perusuh'. Video berdurasi 8 menit itu berisi kolase beberapa video pendek aksi demonstrasi, pernyataan Dosen Universitas Indonesia Ade Armando dan Ridwan Kamil.
Dalam pernyataannya, Ade Armando menyinggung soal politisi busuk yang berada di belakang seruan aksi Jokowi Endgame. 
Video kedua berjudul Gabungan Ormas HIT-FPI Mainkan Demo di Depan Gedung Istana Turunkan Jokowi. Video berdurasi sekitar 5 menit ini berisi aksi longmarch peserta aksi. ",Salah [-],https://cekfakta.com/focus/8710
"Keliru, Klaim Tempat Tidur Atlet Olimpiade Tokyo Dibuat dari Kardus untuk Mencegah Seks Bebas ","
Sebuah unggahan foto  tempat tidur atlet olimpiade di Tokyo, Jepang, yang terbuat dari kardus diklaim sengaja diterapkan panitia untuk mencegah seks bebas antar atlet. Unggahan ini beredar di tengah pelaksanaan olimpiade Tokyo dengan menyertakan  dua gambar ini beredar di Instagram. Gambar pertama adalah tempat tidur single yang lengkap dengan kasur dan bantal terbungkus seprei rapi. Gambar kedua, menampilkan rangka tempat tidur yang terbuat dari karton/kardus.
Foto tersebut diunggah akun ini pada 22 Juli 2021 dengan menambahkan deskripsi berikut, “Panitia penyelenggara Olimpiade Tokyo 2020 mengingatkan para atlet agar tidak melakukan hubungan seks antar-atlet selama gelaran olahraga terbesar tersebut.""
Bahkan, akun ini menyantumkan narasi yang dilansir New York Post yang menyebutkan, tujuannya adalah untuk mencegah penyebaran Covid-19. Untuk memastikan para atlet tidak berhubungan intim di wisma, panitia menyiapkan 18.000 tempat tidur berbahan kardus di Tokyo Olympic Village. “Tempat tidur yang akan dipasang di Tokyo Olympic Village terbuat dari kardus, ini bertujuan untuk menghindari hubungan intim di antara para atlet,” ujar pelari jarak jauh Amerika Serikat, Paul Chelimo di akun Twitternya.  
""Melihat tempat tidur yang terbuat dari kardus tersebut, tak ayal membuat netizen mempertanyakan ketahanannya. Untuk membuktikan, atlet senam dari Irlandia, Rhys Mcclenaghan, melompat-lompat di atas tempat tidurnya. Ternyata, tempat tidur tersebut sangat kokoh meskipun terbuat dari kardus. Tempat tidur ""antisex"" tersebut tidak hancur sekalipun ditimpa benda berat berkali-kali. Seperti biasa, panitia juga membagikan kondom kepada atlet. Kebiasaan ini sudah berlangsung sejak Olimpiade 1988. Tahun, ini jumlah kondom yang dibagikan sekitar 160 ribu. Angka ini turun drastis dibandingkan Olimpiade Rio de Janeiro, Brazil, dimana panitia membagikan 450 ribu kondom kepada para atlet. Olimpiade Tokyo akan dimulai dari Jumat (23/07/2021) dan berakhir pada Minggu (08/08/2021),” seperti dikutip dari deskripsi yang ditulis skun ini.
Hingga artikel ini dimuat, unggahanya telah disukai 1,3 ribu kali.",Salah [-],https://cekfakta.com/focus/8709
"Keliru, Berita Gadis Arab Saudi Meninggal Dunia Setelah Berhasil Menghafal Al-Quran ","
Sebuah tautan berita menulis seorang gadis asal Arab Saudi meninggal dunia setelah berhasil menghafal 30 juz Al-Quran pada Rabu 9 Mei 2019. Berita ini ditulis dengan judul “Innalillahi, gadis ini meninggal tadi malam setelah berhasil menghafal 30 juz Al-Qur'an, semoga Husnul Khotimah” dan dipublikasikan pada 15 Juli 2021. 
Dalam berita tersebut, gadis asal Arab Saud i yang meninggal dunia itu disebutkan berusia 15 tahun dan meninggal sehari sebelum ia mendapatkan penghargaan dari sekolahnya karena berhasil menghafal seluruh isi Alquran. Sebelum wafat, gadis yang berasal dari Ibukota Riyadh itu mengatakan kepada orang tuanya, bila hafalan 30 juz Al-Quran adalah mahkota yang ingin diberikan di atas kepala kedua orang tuanya. 
""Sejatinya, Rabu (9/5) kemarin, ia bakal mendapat penghargaan atas prestasinya tersebut. Tapi, Selasa sore ia dilarikan ke rumah sakit karena demam tinggi dan sekujur tubuhnya mati rasa, sebelum akhirnya dinyatakan meninggal dunia.""
Tangkapan layar artikel yang memuat berita berjudul gadis Arab Saudi meninggal dunia setelah berhasil menghafal Al-Quran",Salah [-],https://cekfakta.com/focus/8708
"Keliru, Klaim Video Satpol PP Riau Banting Warga yang Hendak Salat Idul Adha di Masjid","
Sebuah video yang memperlihatkan sejumlah anggota Satuan Polisi Pamong Praja ( Satpol PP ) membubarkan ibu-ibu beredar di media sosial. Video tersebut dibagikan dengan deskripsi bahwa Satpol PP Riau banting warga yang hendak sholat Idul Adha di Masjid.
Di Facebook, video tersebut dibagikan akun ini pada 21 Juli 2021. Akun inipun menuliskan narasi, “satpol pp riau.. banting masyarakat yg mau sholat di masjid untuk tidak sholat . astagfulirullah... share kawan..”.
Dalam video berdurasi 2 menit 16 detik tersebut juga terdapat narasi “KEJADIAN PAGI DIRIOW TIDK BOLEH SOLAT IDUL ADHA”.
Video ini beredar di tengah kebijakan anjuran salat Idul Adha  di rumah yang dikeluarkan pemerintah beberapa hari lalu karena tengah menerapkan PPKM Darurat guna menekan kasus Covid-19.
Benarkah klaim video Satpol PP banting warga yang hendak salat Idul Adha di masjid ini?
Tangkapan layar video yang diklaim sebagai video Satpol PP melarang dan mengusir warga Riau yang hendak salat Idul Adha.",Salah [-],https://cekfakta.com/focus/8707
"Sesat, Unggahan yang Berisi Video Vaksin Palsu","
Video berisi liputan pemberitaan Kompas TV berjudul Awas Vaksin Palsu menyebar di grup Whatsapp dan Twitter sejak Rabu malam 21 Juli 2021. Berita ini beredar di tengah program vaksinasi Covid-19 di Indonesia.
Dalam video berdurasi 2 menit 35 detik itu, diberitakan bahwa pasangan suami istri asal Bekasi, Jawa Barat ditangkap karena memproduksi vaksin palsu.
Di  Twitter, video tersebut beredar dengan narasi, “Pasutri Pembuat VAKSIN PALSU diTANGKAP. Manusia tdk berguna yg mencelakakan org lain sangat LAYAK diHUKUM seberat-beratnya,kalo perlu hukuman seumur hidup.”
Sedangkan di WhatsApp, video disebarkan tanpa konteks dan keterangan apa-apa.",Salah [-],https://cekfakta.com/focus/8706
"Keliru, Uji Vaksin Covid-19 pada Binatang Menyebabkan Kematian hingga Dihentikan","
Video pendek dengan tulisan Senate Committee on State Affair menjadi pesan berantai di Whatsapp selama sepekan terakhir. Bersamaan dengan video tersebut, narasi dalam bahasa Inggris bahwa mereka menghentikan uji vaksin Covid-19 pada binatang karena binatang tersebut mati ikut disebarkan. 
“They stopped the covid-19 vaccine testing on animals because they were dying, then proceeded to release it onto the global populace for continued trials. EVIL!”
Video berdurasi hampir satu menit itu memperlihatkan rapat dengar pendapat di sebuah negara yang membahas tentang vaksin Covid-19. Salah seorang pria menyebut bahwa uji vaksin Covid-19 pada binatang karena binatang tersebut mati. “The covid-19 vaccine testing on animals because they were dying,” kata pria dalam video itu.
Video ini beredar di tengah upaya penanganan pandemi lewat vaksinasi di sejumlah negara. Termasuk Indonesia.Benarkah klaim tersebut?
Tangkapan layar video yang diklaim sedang membahas uji vaksin pada hewan dihentikan karena menyebabkan kematian.",Salah [-],https://cekfakta.com/focus/8705
"Keliru, Klaim Video Wapres Maruf Amin Menyatakan Haram Buka Masjid dan Salat Idul Adha","
Sebuah video yang memperlihatkan Wakil Presiden RI Ma’ruf Amin menyampaikan pernyataan soal Idul Adha beredar di media sosial. Di Facebook, video tersebut dibagikan akun ini pada 15 Juli 2021. Akun inipun menuliskan deskripsi seperti judul video tersebut yakni, “VIRAL HARI INI ! WAPRES RESMI NYATAKAN HARAM BUKA MASJID & SHOLAT IDUL ADHA?”.
Video yang diunggah jelang perayaan Idul Adha di tengah penerapan PPKM Darurat ini menampilkan cuplikan pidato Wakil Presiden Ma’ruf Amin pada menit ke 0:16 hingga menit ke 1:30. Berikut pernyataannya:
“Dari laporan satgas, bahwa di antara yang menyebabkan tingginya ini antara lain kurang patuhnya masyarakat melaksanakan protokol kesehatan. Karena itu kita ajak masyarakat untuk mematuhi untuk mengikuti ajakan pemerintah, termasuk juga saya minta nanti sesuai dengan ketentuan, jangan melakukan kerumunan termasuk salah satunya yaitu melakukan Idul Adha baik di masjid maupun di luar masjid. Di dalam aturan yang terbaru itu sudah disebutkan bahwasanya tidak ada lagi kata-kata menutup masjid. Tapi yang ada adalah dilarang untuk berkerumun. Yang tidak boleh itu berjamaahnya, baik rawatib maupun juga Jumat termasuk juga Ied. Dan itu Ied itu tidak hanya di dalam masjid tapi juga di luar masjid sampai keadaan nanti sudah memungkinkan lagi”.
Selain cuplikan pernyataan Ma'ruf Amin tersebut, ditambahkan pula narasi yang menyebut pernyataan Ma'ruf tersebut menyakiti hati umat Islam, karena mengharamkan membuka masjid. Kemudian dimasukan juga video pernyataan salah satu ulama yang disebutkan oleh narator sebagai tanggapan dari pernyataan Ma'ruf.
Hingga artikel ini dimuat, video tersebut telah disaksikan lebih dari 4 ribu kali dan mendapat lebih dari 35 ribu komentar. Apa benar Wapres Maruf Amin menyatakan haram buka masjid dan salat Idul Adha?
Tangkapan layar Video Wapres Maruf Amin yang Diklaim Menyatakan Haram Buka Masjid dan Salat Idul Adha",Salah [-],https://cekfakta.com/focus/8704
"Keliru, Nakes Dijadikan Kelinci Percobaan Vaksinasi Ketiga","
Narasi panjang yang berisi klaim bahwa tenaga kesehatan (nakes) dijadikan kelinci percobaan pemberian vaksin Moderna sebagai vaksin ketiga beredar di Facebook pada 14 Juli 2021. Unggahan yang beredar di tengah rencana pemberian vaksinasi ketiga bagi para Nakes itu ditambahi sejumlah tangkapan layar sejumlah media dengan judul yang memuat beberapa pernyataan mantan Menteri Kesehatan. 
Narasi dalam unggahan itu awalnya menyebutkan jumlah orang yang tumbang usai vaksinasi, kemudian menyinggung rencana vaksin dosis ketiga menggunakan Moderna untuk para nakes. Akun ini menuliskan opininya bahwa vaksin bukan gado-gado yang tidak sembarangan bisa dicampur, sesuai peringatan dari Badan Kesehatan Dunia, WHO. 
“Ini vaksin apa gado-gado? WHO sendiri telah memperingatkan bahayanya vaksin campur-campur. Tapi masih tetap mau dilakukan? Apakah nakes akan dijadikan kelinci percobaan? Ketika nanti ada nakes bertumbangan lagi, tinggal salahkan coped. Salahkan komorbid. Salahkan masyarakat,” seperti dikutip dalam narasi yang beredar tersebut.
“Kalau nakes-nakes pada bertumbangan lagi, tidak mudah menggantikannya. Mencetak satu nakes itu membutuhkan waktu dan biaya yang besar. Kok lama-lama jadi seram ya dengan program vaksinasi ini. Apa sih tujuannya? Jangan sampai nakes-nakes Indonesia bertumbangan, lalu masuk nakes-nakes dari negara lain.”
Benarkah vaksinasi ketiga untuk para Nakes merupakan program uji coba pemerintah? ",Salah [-],https://cekfakta.com/focus/8703
"Keliru, Klaim Ini Foto Kebakaran Masjid di Bangladesh yang Menewaskan 50 Orang","
Foto sebuah masjid terbakar yang diklaim berlokasi di Bangladesh beredar di internet. Foto tersebut dibagikan dengan narasi bahwa masjid di Bangladesh meledak saat salat Jumatdan mengakibatkan 50 orang tewas.
Foto tersebut diunggah blog ini pada 14 Juli 2021 dengan judul, “Innalillahi, Masjid Meledak Saat Waktu Sholat Jumat, Sebanyak 50 Jamaah Meninggal Dunia, Semoga Husnol Khotimah Aminn”.
Berbeda dengan judulnya, deskripsi blog ini disebutkan bahwa sebuah masjid di kota Narayanganj, Bangladesh, meledak di waktu salat berjamaah pada Jumat, 4 September, malam hari.
""Peristiwa diduga terjadi akibat ledakan AC masjid. Sedikitnya 20 orang meninggal dunia, termasuk muazin, imam masjid, serta bocah berusia tujuh tahun. Sedangkan para korban luka-luka dirawat di Sheikh Hasina National Institute of Burn and Plastic Surgery di Ibu Kota Dhaka.""
Apa benar ini foto kebakaran masjid di Bangladesh yang menewaskan 50 orang?
Foto yang diklaim Masjid di Bangladesh yang Kebakaran dan Menewaskan 50 Orang",Salah [-],https://cekfakta.com/focus/8702
"Sesat, AS Kirim 4 Juta Dosis Vaksin Moderna yang Tiba di Indonesia Hanya 3 Juta","
Gambar tangkapan layar sejumlah media online dibagikan di media sosial Facebook. Media-media online tersebut terlihat memiliki judul pemberitaan terkait perbedaan jumlah vaksin yang dikirimkan pemerintah Amerika Serikat (AS) dengan jumlah yang diterima Indonesia.
Gambar-gambar tangkapan layar itu dibagikan dengan narasi bahwa AS klaim kirim 4 juta dosis vaksin moderna, namun Jokowi mengaku hanya menerima 3 juta dosis. Salah satunya dibagikan akun Facebook ini pada 13 Juli 2021 dengan deskripsi, “Dasyattt... baru perjalanan AS ke Indonesia sudah susut 1 juta. Mirip-mirip anggaran daerah dari PUSAT ke DAERAH ke DESA lah ya... Pelakunya kalau nggak tuyul gondrong ya bajing loncat”.
Unggahan ini beredar di tengah upaya pemerintah mencapai target vaksin dengan program vaksinasi berbayar.
Hingga artikel ini dimuat, gambar tangkapan layar tersebut telah mendapat 65 komentar dan dibagikan sebanyak 95 kali.
Benarkah AS klaim kirim 4 juta dosis vaksin moderna, namun yang tiba di Indonesia hanya 3 juta?",Salah [-],https://cekfakta.com/focus/8701
"Sesat, Klaim Cuaca Dingin di Sejumlah Wilayah Indonesia Disebabkan Fenomena Aphelion","
Narasi berisi klaim bahwa fenomena aphelion menyebabkan cuaca yang dingin, melebihi cuaca dingin sebelumnya, beredar di Facebook, Rabu 14 Juli 2021. Cuaca dingin ini disebut juga akan menyebabkan sejumlah penyakit seperti meriang, flu, batuk, dan sesak napas.
Berikut isi lengkap deskripsi unggahan tersebut:
Mulai besok hari ini jam 05.27, kita akan mengalami FENOMENA APHELION, dimana letak bumi akan sangat jauh dari matahari. Kita tidak bisa melihat fenomena tersebut, tapi kita bisa merasakan dampaknya. Ini akan berlangsung sampai bulan Agustus. 
Kita akan mengalami cuaca yang dingin melebihi cuaca dingin sebelumnya, yang akan berdampak meriang flu, batuk sesak nafas dll. Oleh karena itu mari kita semua tingkatkan imun dengan banyak meminum vitamin atau suplemen agar imun kita kuat. Semoga kita semua selalu ada dalam lindunganNYA. 
Jarak bumi ke matahari disebut sejauh perjalanan 5 menit cahaya atau 90.000.000 km. Fenomena aphelion menjadi 152.000.000 km atau 66 persen lebih jauh. Jadi hawa lebih dingin, dampaknya ke badan kurang enak karena gak terbiasa dengan suhu ini.",Salah [-],https://cekfakta.com/focus/8700
"Sesat, Penguburan Peti Mati Tanpa Jenazah di Klaten Terkait Bisnis Organ ","
Sebuah video yang memperlihatkan sejumlah petugas pemakaman tengah membongkar peti mati tanpa jenazah beredar di media sosial. Penguburan peti mati tanpa jenazah tersebut diklaim terkait dengan bisnis organ.
Unggahan ini beredar di tengah lonjakan angka kasus Covid-19 di Indonesia yang juga diikuti dengan tingginya angka kematian akibat Covid-19.
Di Facebook, video yang disertai gambar tangkapan layar tersebut dibagikan akun ini pada 13 Juli 2021. Akun inipun menuliskan narasi, “Fakta ditemukan lagi”.
Salah satu akun memberikan komentarnya atas video tersebut, “Ko serem, jangan-jangan udah diambil organ yg masih bisa berfungsi trus di jahit rapi lagi, maaf cuma pikiran itu yg terlintas.""
“Kayak2nya KOVIT ini ada juga hubungannya dengan bisnis organ, ya cuman mengira2 aja,” komentar akun lainnya.
Sementara pada gambar tangkapan layar tertera narasi, “Kejadian di Karanglo Poranharjo pemakaman peti kosong (belum isi jenazah) hari ini tadi digali lagi. Kasus MD di RSU moewardi Solo. Semoga hal ini tidak terjadi lagi di manapun berada”.
Hingga artikel ini dimuat, video dan gambar tangkapan layar tersebut telah mendapat 109 komentar dan dibagikan sebanyak 385 kali.
Apa benar penguburan peti mati tanpa jenazah di Klaten terkait bisnis organ?",Salah [-],https://cekfakta.com/focus/8699
"Keliru, Menyetop Berita tentang Covid-19 dapat Membuat Pandemi Selesai","
Pesan berantai yang mengajak warga untuk menyetop mengirim berita tentang Covid-19 melalui media sosial, beredar di aplikasi pesan Whatsapp, 13 Juli 2021. Pesan berantai ini beredar di tengah kondisi lonjakan jumlah pasien Covid-19 di Indonesia.
Berita tentang Covid-19 dianggap menurunkan imun sehingga warga mudah terpapar penyakit. Larangan mengunggah berita Covid-19 di medsos, diklaim dilakukan oleh sejumlah negara seperti Timor Leste, Brunei Darussalam, Singapura, Malaysia, Australia, termasuk Cina.
Berikut ini isi pesan berantai tersebut:
Supaya Covid tdk berkembang, kita STOP kirim berita ttg Covid. Seperti yg dilakukan oleh Timor Leste, Brunei Darussalam, Singapura, Malaysia, Australia, dan beberapa negara di Asia lainnya , termasuk Cina. Negara² tersebut melarang warga negaranya berkirim berita berita tentang Covid-19 melalui MEDSOS
MARI MULAI KITA TIRU DAN LAKUKAN STOP BERITA COVID. Yang wajib kita jaga adlh: IMAN-IMUN-AMIN dan patuhi Protokol kesehatan. Abaikan berita dan jangan sebarkan berita Covid yg bikin resah, semakin kita resah, semakin mudah terpapar penyakit, apapun penyakitnya. Kita galang persatuan melawan Covid dengan cara tersebut. Kasihanilah bagi yg imunnya lemah akan menambah, stress...itu salah satu sebab mudahnya terkena penyakit.",Salah [-],https://cekfakta.com/focus/8698
"Keliru, Donald Trump Anjurkan Warga AS Gunakan Burqa untuk Mencegah Penularan Covid-19","
Sebuah Video yang memperlihakan mantan Presiden AS, Donald Trump, menyampaikan pernyataan dalam sebuah konferensi pers beredar di media sosial. Video tersebut dibagikan dengan narasi bahwa Donald Trump menganjurkan warganya menggunakan burka (cadar yang menutupi seluruh wajah) untuk mencegah penularan Covid-19.
Di Facebook, video tersebut dibagikan akun ini pada 3 Juli 2021. Akun inipun menuliskan deskripsi video dengan “Matahari Mulai Terbit Dari Barat”.
Dalam video berdurasi 3 menit 6 detik tersebut Trump menyarankan warganya menggunakan syal atau kain untuk menutupi hidung dan mulut sebagai antisipasi penularan virus corona. Namun, ditambahkan narasi dalam video yang mengesankan Trump menganjurkan warganya menggunakan cadar atau niqab seperti yang biasa dipakai muslimah.
Kemudian dimasukkan juga pernyataan Donal Trump yang menyindir perempuan dengan burka tak perlu menggunakan riasan. Sebelumnya, Trump memang dikenal kerap menyampaikan pernyataan kontroversial terkait muslim.
Berikut narasi dalam video tersebut:
“Donald Trum merekomendasikan warga Amerika untuk menutupi wajah mereka dengan syal atau masker kain buatan mereka sendiri. Saat pergi ke luar untuk mencegah penyebaran coronavirus. Namun, cara menjelaskannya itu seolah-olah Trump sedang menganjurkan rakyatnya untuk menggunakan burka atau niqab.""
Hingga artikel ini dimuat, video tersebut telah disaksikan lebih dari 700 ribu kali dan mendapat 158 komentar.
Apa benar Donald Trump Anjurkan warga AS untuk gunakan burka agar terhindar dari penularan Covid-19?
Tangkapan layar yang diklaim sebagai video Donald Trump Anjurkan Warga AS Gunakan Burka untuk Mencegah Penularan Covid-19.",Salah [-],https://cekfakta.com/focus/8697
"Keliru, Tabung Oksigen Bisa Dibuat dari Aerator Akuarium ","
Sejumlah unggahan tentang memanfaatkan aerator akuarium sebagai pengganti tabung oksigen menjadi viral di media sosial dalam sepekan terakhir. Salah satu unggahan itu terdiri dari infografis berjudul Membuat Alat Penyaring Udara Sederhana serta foto dan video merakit aerator tersebut.
Unggahan ini tersebar di tengah kondisi banyaknya masyarakat kesulitan mencari akses tabung oksigen untuk merawat pasien terpapar  Covid-19 dengan gejala sesak napas. Bahkan sejumlah rumah sakit juga sempat kehabisan pasokan oksigen.
Dalam beberapa unggahan, alat-alat untuk membuat oksigen itu, disebutkan antara lain aerator aquarium, botol bekas, selang, dan air. Teknik tersebut pun diklaim lebih murah, karena hanya bermodalkan Rp 150 ribu. Sebab, bisa juga memanfaatkan alat-alat di rumah. 
“Bermodalkan Alat Sederhana Bisa Berguna untuk membuat Tabung Oksigen di Rumah. Dengan Bermodalkan 150.000 kita bisa menghemat uang kita Ratusan juta,” demikian narasi yang menyertai infografis dan foto tersebut. 
Tangkapan layar unggahan membuat tabung oksigen dari aerator aquarium di media sosial.",Salah [-],https://cekfakta.com/focus/8696
"Sesat, 3 ambulans kosong diminta berputar-putar untuk menakuti warga agar percaya Covid-19","
Sejumlah tangkapan layar dan video dengan narasi 3 ambulans di Ngemplak, Sukoharjo, ugal-ugalan menabrak mobil, beredar di media sosial dalam sepekan terakhir. Unggahan ini beredar di tengah lonjakan kasus Covid-19 di Indonesia dan penerapan Pemberlakuan Pembatasan Kegiatan Masyarakat ( ?PPKM ) Darurat di Jawa-Bali.
Tangkapan layar dan video yang diunggah pada 7 Juli 2021 di Facebook  ini diklaim bahwa ambulans tersebut kosong dan diminta berputar-putar dengan upah Rp 300 ribu untuk menakuti warga.
“Ternyata mobil ambulans  yang sering muter-muter di suatu wilayah itu kosong, tidak ada pasien/jenazah, dengan maksud tujuan menakuti atau membuat warga panik, dan percaya kalo banyak korban berjatuhan akibat Covid,” tulis narasi itu.
Sementara dalam video yang beredar, terdapat suara seorang pria yang mengatakan, “Ambulans gak ono penumpange (gak ada penumpangnya) do ugal-ugalan mlakune (jalannya ugal-ugalan). Ambulans telu, sing siji lungo (ambulans tiga, yang satu pergi). Ning Ngemplak Gang 3, tiga beruntun (ambulans) jadinya empat, ”
Tangkapan layar video yang diklaim sebagai ambulans kosong ugal-ugalan dan berputar-putar untuk menakuti warga agar percaya Covid-19.",Salah [-],https://cekfakta.com/focus/8695
"Sesat, Klaim Ini Video Pasien Rumah Sakit di Surabaya Dicovidkan dan Jenazahnya Ditangani Secara Tidak Wajar","
Sebuah video yang memperlihatkan keluarga pasien memarahi tenaga kesehatan di sebuah rumah sakit di Surabaya beredar di media sosial. Dalam video tersebut seseorang menjelaskan kondisi pasien yang meninggal dicovidkan dan jenazahnya ditangani secara tidak wajar lantaran hanya dibungkus plastik tanpa dimandikan.
Unggahan ini beredar di tengah kondisi kasus Covid-19 yang terus melonjak di Indonesia. Di Facebook, video tersebut diunggah akun ini pada 3 Juli 2021. Bersamaan dengan unggahan tersebut, pengunggah menuliskan narasi, ”RAKYAT BAWAH JADI KORBAN PEMBODOHAN , SEPERTI INI KAH KEADAAN DI NEGRI INI ...? VIRALKAN !!!”
Hingga artikel ini dimuat, video berdurasi 3 menit 44 detik tersebut telah disaksikan lebih dari 6 ribu kali dan mendapat komentar lebih dari 10 ribu.
Tangkapan layar video yang diunggah di Facebook, 3 Juli 2021.",Salah [-],https://cekfakta.com/focus/8694
"Keliru, Susu Beruang (Bear Brand) dapat Menyembuhkan Covid-19","
Susu beruang atau Bear Brand  diburu banyak konsumen dalam beberapa hari terakhir. Hal itu dipicu beberapa unggahan di media sosial yang mengklaim bahwa susu tersebut membuat seseorang cepat pulih dari Covid-19.
Salah satunya adalah narasi yang dibagikan di Facebook pada 6 Juli 2021 yang menyatakan meminum Bear Brand menjadi bagian dari 11 tips cepat pulih dari Covid-19.
“Sedikit informasi berbagi pengalaman karena ponakan saya pernah terkena covid-19 (gejala ringan/isoman). Biar cepat pulih sering minum susu bear brand,” tulis narasi di Facebook.
Sepuluh tips lainnya yang dibagikan antara lain makan-makanan bergizi, mengkonsumsi vitamin C, madu dan rempah, minum paracetamol saat demam, berjemur dan berolahraga ringan, irigasi nassal saat hilang indra penciuman, dan terapi uap minyak putih. ",Salah [-],https://cekfakta.com/focus/8693
"Keliru, Masjid Jayakarta di Kawasan Pulogadung Dibakar oleh Komunis karena Ditutup","
Pesan berantai berisi video berdurasi 2:11 menit menyebar di Whatsapp, Senin 5 Juli. Video itu memperlihatkan sejumlah orang yang merekam dan menonton sebuah masjid yang terbakar. Terdengar percakapan warga yang terekam di video mengatakan, “Ini ganjaran buat kita, kalau masjid jangan ditutup, Allah ilangin sekalian. Pelajaran buat masjid-masjid yang lain,” kata seorang pria.Video ini beredar di tengah pemberlakuakan pembatasan kegiatan masyarakat ( PPKM ) Mikro Darurat yang ditetapkan Pemerintah Pusat sejak 3 Juli lalu. Selain itu, sebuah narasi juga disebar bersamaan dengan video tersebut, “Masjid Jayakarta kawasan Pulogadung yang dekat PT Kimia Farma, ditutup tidak boleh buat sholat tadi pagi, ada yang membakar. Awas anda menutup masjid, ada Komunis masuk membakar Masjid. Pesan Dari MUI: Mulai malam ini sekarang jaga masjid kalian, jangan dikosongkan.”",Salah [-],https://cekfakta.com/focus/8692
"Sesat, Klaim ini Video Sekelompok Tentara Israel Sengaja Menangkap Anak Palestina","
Video yang memperlihatkan seorang bocah ditangkap sekelompok tentara bersenjata lengkap beredar di Twitter. Video yang berdurasi 44 detik tersebut diklaim sebagai video yang memperlihatkan sekelompok tentara Israel sengaja menangkap bocah Palestina di Gaza. Video ini beredar di tengah memanasnya konflik antara Israel dan Palestina pada pertengahan 2021 ini.
Video ini dibagikan pada 06 Juni 2021 dengan menambahkan narasi bahasa Inggris jika diterjemahkan berarti “Tentara zionis bersenjata menangkap seorang bocah Palestina. Apakah ini terlihat seperti pembelaan diri bagimu? #Terorisme Israel #Palestina”. Hingga artikel ini ditulis, video tersebut telah dilihat lebih dari 1 juta kali di unggahan online. 
Gambar tangkapan layar video tentara Israel membawa bocah Palestina di Gaza yang tersebar di Twitter.",Salah [-],https://cekfakta.com/focus/8691
"Sesat, Klaim WHO Larang Wanita Usia Subur Konsumsi Alkohol","
Sejumlah pemberitaan media asing menyebut Organisasi Kesehatan Dunia atau WHO melarang wanita berusia subur atau produktif mengkonsumsi alkohol. Informasi ini diklaim tertuang dalam Draf Rencana Global Aksi Alkohol yang diterbitkan oleh WHO. Dalam draf ini, disebutkan bahwa kampanye anti-minum alkohol harus menargetkan wanita secara khusus, terlepas dari apakah mereka berniat untuk hamil atau tidak, karena adanya risiko mengganggu pertumbuhan janin.
“All women of childbearing age should avoid drinking alcohol, the World Health Organisation has apparently recommended. A draft Global Alcohol Action Plan published on the organisation’s website said anti-drinking campaigns should target women in particular, regardless of whether or not they intend to get pregnant,” demikian yang tertulis dalam artikel yang diterbitkan oleh salah satu media Inggris pada 17 Juni 2021.
Rekomendasi WHO tersebut, menurut artikel itu, menyatakan bahwa akan ada jutaan wanita di seluruh dunia yang diperintahkan untuk tidak minum alkohol selama beberapa dekade dalam hidup mereka. “The move could mean that millions of women around the world are told to abstain from alcohol for several decades of their lives.” Hingga artikel ini dimuat, artikel tersebut telah dibagikan lebih dari 3,7 ribu kali.
Gambar tangkapan layar artikel sebuah media asing yang berisi klaim menyesatkan tentang WHO dan konsumsi minuman beralkohol.",Salah [-],https://cekfakta.com/focus/8690
"Keliru, Klaim Ini Video Penyiraman Virus di Madura Lewat Pesawat","
Video berdurasi 30 detik yang memperlihatkan sebuah pesawat sedang menyiramkan suatu cairan di atas wilayah permukiman beredar di grup-grup percakapan WhatsApp. Video tersebut dibagikan dengan narasi bahwa hal itulah yang menyebabkan warga Madura sakit, karena disiram virus dari atas pesawat.
Selain rekaman tersebut, dicantumkan pula tiga foto yang memperlihatkan beberapa petugas yang sedang mengisi sejumlah drum berwarna biru dengan suatu cairan. “Inilah yang membuat orang Madura sakit semua disiram virus dari atas pesawat,” demikian klaim yang menyertai video dan foto-foto tersebut.
 Gambar tangkapan layar video yang beredar di WhatsApp. Video ini bukan video penyiraman virus lewat pesawat di Madura, Jawa Timur.",Salah [-],https://cekfakta.com/focus/8689
